Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra",15 wins.,"$12,382,287",N/A,Nitesh Tiwari,"Action, Biography, Drama",tt5074352,8.6,"89,807",Hindi,N/A,Dangal,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Aamir Khan Productions,NOT RATED,21 Dec 2016,92%,161 min,movie,N/A,"Piyush Gupta, Shreyas Jain, Nikhil Mehrotra, Rajshri Sudhakar (Dialogue Writer: Telugu), Nitesh Tiwari",2016
"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,"$46,214,579",02 Dec 2014,Lasse Hallström,"Comedy, Drama",tt2980648,7.3,"63,692","English, French, Hindi",55,The Hundred-Foot Journey,The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,Walt Disney Pictures,PG,08 Aug 2014,69%,122 min,movie,http://100footjourneymovie.com/,"Steven Knight (screenplay by), Richard C. Morais (novel)",2014
"Shah Rukh Khan, Mohammed Zeeshan Ayyub",N/A,N/A,N/A,Aanand Rai,Romance,tt6527426,N/A,N/A,Hindi,N/A,Untitled Dwarf Project,N/A,N/A,N/A,21 Dec 2018,,N/A,movie,N/A,N/A,2018
"Manoj Bajpayee, Richa Chadha, Nawazuddin Siddiqui, Tigmanshu Dhulia",10 wins & 33 nominations.,N/A,N/A,Anurag Kashyap,"Action, Crime, Drama",tt1954470,8.3,"58,706",Hindi,89,Gangs of Wasseypur,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Studio 18,N/A,02 Aug 2012,96%,321 min,movie,http://www.wasseypurworld.com/,"Akhilesh Jaiswal, Anurag Kashyap, Sachin K. Ladia, Zeishan Quadri",2012
"Malavika Mohanan, Ishaan Khattar",N/A,N/A,N/A,Majid Majidi,"Drama, Family",tt3224288,N/A,N/A,English,N/A,Beyond the Clouds,N/A,ZEE Studios International,N/A,N/A,,N/A,movie,http://beyondthecloudsfilm.com/,Majid Majidi,2017
"Rajesh Tailang, Shreedhar Dubey, Zoya Hussain, Ravi Kishan",N/A,N/A,N/A,Anurag Kashyap,Drama,tt7180544,8.2,60,Hindi,N/A,The Brawler,A lower caste boxer struggles to make his mark on the boxing world.,N/A,N/A,12 Jan 2018,,145 min,movie,N/A,"Ranjan Chandel, Anurag Kashyap (screenplay), Prasoon Mishra, Singh Srinet Mukti, K.D. Satyam, Vineet Kumar Singh",2017
"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",1 win.,"$1,014,067",12 Dec 2017,Gurinder Chadha,"Biography, Drama, History",tt4977530,6.6,"3,756","Panjabi, Hindi, English",53,Viceroy's House,"The final Viceroy of India, Lord Mountbatten, is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",Anguille Productions,NOT RATED,01 Sep 2017,71%,106 min,movie,N/A,"Paul Mayeda Berges (script), Paul Mayeda Berges, Moira Buffini (script), Moira Buffini, Gurinder Chadha",2017
"Shah Rukh Khan, Kajol, Katie A. Keane, Kenton Duty",10 wins & 11 nominations.,"$3,931,456",10 Aug 2010,Karan Johar,Drama,tt1188996,8.0,"83,539","Hindi, Urdu, English",50,My Name Is Khan,"An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President seriously, and embarks on a cross-country journey.",Fox Searchlight,PG-13,12 Feb 2010,83%,165 min,movie,http://www.mynameiskhanthefilm.com,"Shibani Bathija (story and screenplay), Shibani Bathija (dialogue), Niranjan Iyengar (dialogue)",2010
"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",5 wins & 6 nominations.,"$18,977,072",N/A,S.S. Rajamouli,"Action, Drama, Fantasy",tt4849438,8.4,"56,444","Telugu, Tamil, Hindi, Malayalam",N/A,Baahubali 2: The Conclusion,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",Arka Media Works,NOT RATED,28 Apr 2017,100%,167 min,movie,http://baahubali.com/,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue), Mankombu Gopalakrishnan (malayalam dialogue)",2017
"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",2 wins & 14 nominations.,"$9,027,790",N/A,Rajkumar Hirani,"Comedy, Drama, Fantasy",tt2338151,8.2,"121,262","Hindi, English, Urdu, Persian, Kurdish",N/A,PK,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,UTV Communications,N/A,19 Dec 2014,79%,153 min,movie,http://pkmovie.in/,"Rajkumar Hirani, Abhijat Joshi",2014
"Shah Rukh Khan, Anushka Sharma Kohli, Björn Freiberg, Martavious Gayles",2 nominations.,"$1,284,740",N/A,Imtiaz Ali,"Comedy, Drama, Romance",tt5997666,5.5,"14,099",Hindi,N/A,Jab Harry met Sejal,A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.,Yash Raj Films USA,N/A,04 Aug 2017,17%,143 min,movie,N/A,Imtiaz Ali,2017
"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",22 wins & 12 nominations.,N/A,N/A,S.S. Rajamouli,"Action, Drama, Fantasy",tt2631186,8.2,"85,003","Telugu, Tamil, Hindi",N/A,Baahubali: The Beginning,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",Arka Media Works,NOT RATED,09 Jul 2015,92%,159 min,movie,http://baahubali.com/,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue)",2015
"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey",Nominated for 1 BAFTA Film Award. Another 29 wins & 35 nominations.,"$4,231,500",01 Jul 2014,Ritesh Batra,"Drama, Romance",tt2350496,7.8,"38,388","Hindi, English",76,The Lunchbox,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Sony Pictures Classics,PG,20 Sep 2013,96%,104 min,movie,http://www.cinemosaic.net/films/dabba.html,"Ritesh Batra (screenplay), Vasan Bala (hindi dialogue consultant)",2013
"Ajay Devgn, Saurabh Shukla, Ileana D'Cruz, Amit Sial",N/A,N/A,N/A,Raj Kumar Gupta,"Action, Crime, Drama",tt7363076,8.0,"2,016",Hindi,N/A,Raid,A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.,Panorama Studios,NOT RATED,16 Mar 2018,71%,128 min,movie,https://www.facebook.com/RaidTheFilm,Ritesh Shah,2018
"Sarah Wayne Callies, Jeremy Sisto, Sofia Rosinsky, Logan Creran",2 wins & 3 nominations.,N/A,07 Jun 2016,Johannes Roberts,Horror,tt3702652,5.3,"14,413","English, Hindi, Sanskrit",41,The Other Side of the Door,"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death.",N/A,R,04 Mar 2016,37%,96 min,movie,N/A,"Johannes Roberts, Ernest Riera",2016
"Kareena Kapoor, Sonam Kapoor, Swara Bhaskar, Shikha Talsania",N/A,N/A,N/A,Shashanka Ghosh,Comedy,tt5842616,N/A,N/A,Hindi,N/A,Veere Di Wedding,N/A,N/A,N/A,N/A,,N/A,movie,N/A,N/A,2017
"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan",8 wins & 7 nominations.,N/A,N/A,Aniruddha Roy Chowdhury,Drama,tt5571734,8.2,"26,684","Hindi, English",N/A,Pink,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",NH Studioz,NOT RATED,16 Sep 2016,100%,136 min,movie,N/A,"Shoojit Sircar (story), Aniruddha Roy Chowdhury (story), Ritesh Shah (story), Ritesh Shah (dialogue), Ritesh Shah (screenplay)",2016
"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta",2 nominations.,N/A,N/A,Raj Amit Kumar,"Crime, Drama, Romance",tt2049630,6.5,"1,518","English, Hindi",24,Unfreedom,"A society is torn apart by political, religious, and sexual turmoil.",Dark Frames,NOT RATED,29 May 2015,0%,102 min,movie,http://www.unfreedommovie.com/,"Damon J. Taylor (screenplay), Raj Amit Kumar (screenplay), Raj Amit Kumar (story), Adam Davis (script contribution), Kamran Iqbal (script contribution)",2014
"Akshay Kumar, Radhika Apte, Sonam Kapoor, Saurabh Agarwal",N/A,N/A,N/A,R. Balki,"Biography, Comedy, Drama",tt7218518,8.4,"5,562",Hindi,N/A,Padman,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",N/A,PG-13,09 Feb 2018,,140 min,movie,N/A,"R. Balki, Swanand Kirkire",2018
"Ranveer Singh, Priyanka Chopra, Deepika Padukone, Tanvi Azmi",29 wins & 11 nominations.,"$6,557,047",N/A,Sanjay Leela Bhansali,"Action, Drama, History",tt3735246,7.2,"24,949",Hindi,N/A,Bajirao Mastani,"An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.",SLB Films,NOT RATED,18 Dec 2015,67%,158 min,movie,N/A,"Nagnath S. Inamdar (novel), Sanjay Leela Bhansali (additional writer), Prakash Kapadia",2015
"Rajkummar Rao, Mohammed Zeeshan Ayyub, Baljinder Kaur, Tigmanshu Dhulia",9 wins & 7 nominations.,N/A,02 Dec 2013,Hansal Mehta,"Biography, Crime, Drama",tt2181831,8.3,"9,874","Hindi, Hindi",N/A,Shahid,"The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.",UTV,NOT RATED,18 Oct 2013,,129 min,movie,https://www.facebook.com/pages/SHAHID/248590485258319?ref=hl,"Sameer Gautam Singh (screenplay), Sameer Gautam Singh, Sameer Gautam Singh (story), Hansal Mehta (screenplay), Hansal Mehta (story)",2012
"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi",2 nominations.,"$168,391",N/A,Raja Menon,"Action, Drama, History",tt4387040,8.1,"43,663","Hindi, Malayalam, Arabic",N/A,Airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Alchemy,NOT RATED,22 Jan 2016,90%,130 min,movie,N/A,"Raja Menon (story), Ritesh Shah (screenplay), Suresh Nair (screenplay), Raja Menon (screenplay), Rahul Nangia (screenplay), Ritesh Shah (dialogue)",2016
"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee",16 wins & 12 nominations.,"$1,030,219",31 Jul 2012,Sujoy Ghosh,"Mystery, Thriller",tt1821480,8.2,"46,853","Hindi, Bengali, English",N/A,Kahaani,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Viacom 18 Motion Pictures & Pen India,NOT RATED,09 Mar 2012,,122 min,movie,http://www.kahaanithefilm.com/,"Sujoy Ghosh (dialogue), Sujoy Ghosh (screenplay), Sujoy Ghosh (story), Advaita Kala (story), Suresh Nair (additional screenplay), Ritesh Shah (dialogue), Sutapa Sikdar (dialogue), Nikhil Vyas (additional screenplay)",2012
"Rahul Bhat, Ronit Roy, Tejaswini Kolhapure, Vineet Kumar Singh",3 wins & 10 nominations.,N/A,N/A,Anurag Kashyap,"Crime, Drama, Mystery",tt2882328,8.1,"14,077",Hindi,N/A,Ugly,The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters.,Phantom Films,N/A,26 Dec 2014,,128 min,movie,N/A,"Akhilesh Jaiswal (additional writer), Anurag Kashyap, Rohit Pandey (additional writer)",2013
"Deepika Padukone, Ranbir Kapoor, Piyush Mishra, Javed Sheikh",2 wins & 3 nominations.,N/A,N/A,Imtiaz Ali,"Comedy, Drama, Romance",tt3148502,7.2,"17,021",Hindi,N/A,Tamasha,Tamasha is about the journey of someone who has lost his edge in trying to follow socially acceptable conventions of society. The film is based on the central theme of abrasion and loss of ...,UTV Communications,N/A,27 Nov 2015,55%,139 min,movie,N/A,Imtiaz Ali,2015
"Salman Khan, Anushka Sharma Kohli, Marko Zaror, Randeep Hooda",6 wins & 9 nominations.,"$5,248,781",N/A,Ali Abbas Zafar,"Action, Drama, Family",tt4832640,7.1,"29,530",Hindi,N/A,Sultan,"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds. Will he emerge victorious?",Yash Raj Films,NOT RATED,06 Jul 2016,89%,170 min,movie,N/A,Ali Abbas Zafar,2016
"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla",35 wins & 21 nominations.,"$2,804,874",20 Nov 2012,Anurag Basu,"Adventure, Comedy, Drama",tt2082197,8.1,"63,048",Hindi,N/A,Barfi!,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,UTV Communications,NOT RATED,14 Sep 2012,92%,151 min,movie,http://https://www.facebook.com/UTVMotionPictures,"Anurag Basu (story and screenplay), Tani Basu (story and screenplay), Sanjeev Dutta (dialogue)",2012
"Saif Ali Khan, Padmapriya, Dhanish Karthik, Ram Gopal Bajaj",1 nomination.,N/A,N/A,Raja Menon,"Comedy, Drama, Family",tt5745450,5.5,"1,171",Hindi,N/A,Chef,Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.,B4U Films,NOT RATED,06 Oct 2017,,133 min,movie,N/A,"Jon Favreau (original story), Ritesh Shah (adapted by), Suresh Nair (adapted by), Raja Menon (adapted by)",2017
"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra",17 wins & 11 nominations.,"$985,912",26 Mar 2012,Imtiaz Ali,"Drama, Music, Musical",tt1839596,7.6,"31,247",Hindi,N/A,Rockstar,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Eros International,NOT RATED,11 Nov 2011,,159 min,movie,http://www.rockstarthefilm.com/,"Imtiaz Ali, Muazzam Beg",2011
"Sidharth Malhotra, Fawad Khan, Alia Bhatt, Rajat Kapoor",6 wins & 12 nominations.,"$2,261,473",N/A,Shakun Batra,"Comedy, Drama, Romance",tt4900716,7.8,"17,185",Hindi,N/A,Kapoor & Sons,"A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds.",Dharma Productions,NOT RATED,18 Mar 2016,100%,132 min,movie,N/A,"Shakun Batra, Ayesha DeVitre",2016
"Amitabh Bachchan, Deepika Padukone, Irrfan Khan, Moushumi Chatterjee",18 wins & 9 nominations.,"$1,801,806",N/A,Shoojit Sircar,"Comedy, Drama",tt3767372,7.6,"21,910","Hindi, Bengali",N/A,Piku,"A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.",Yash Raj Films,NOT RATED,08 May 2015,92%,123 min,movie,http://www.facebook.com/PikuTheFilm,Juhi Chaturvedi,2015
"Aamir Khan, Kareena Kapoor Khan, Nawazuddin Siddiqui, Rajkummar Rao",5 wins & 12 nominations.,"$2,706,375",27 Feb 2013,Reema Kagti,"Crime, Drama, Mystery",tt1787988,7.3,"33,298","Hindi, English, Marathi, Tamil",65,Talaash,"Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.",Reliance Big Pictures,NOT RATED,30 Nov 2012,83%,140 min,movie,http://www.facebook.com/TalaashTheOfficial,"Farhan Akhtar (dialogue), Anurag Kashyap (additional dialogue), Zoya Akhtar (story), Reema Kagti (story), Zoya Akhtar (screenplay), Reema Kagti (screenplay)",2012
"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon",1 win & 7 nominations.,N/A,N/A,Rohit Shetty,"Action, Comedy, Romance",tt4535650,5.3,"26,523",Hindi,N/A,Dilwale,Depicting a brotherhood between two step-brothers in which the elder brother has a secret identity.,Red Chillies Entertainment,N/A,18 Dec 2015,22%,158 min,movie,http://www.deewaneindia.com/bollywood-movies/dilwale-2015/,"Yunus Sajawal (screenplay), Farhad Samji (dialogue), Sajid (dialogue)",2015
"Diana Penty, Abhay Deol, Jimmy Shergill, Ali Fazal",2 nominations.,N/A,N/A,Mudassar Aziz,"Comedy, Romance",tt5472758,6.4,"3,929",Hindi,N/A,Happy Bhag Jayegi,"After fleeing an arranged marriage, a feisty Indian woman finds herself stranded in Pakistan where the ex-governor's son helps reunite her with her boyfriend.",Colour Yellow Pictures,NOT RATED,19 Aug 2016,80%,126 min,movie,N/A,Mudassar Aziz,2016
"Aamir Khan, Abhishek Bachchan, Katrina Kaif, Uday Chopra",15 wins & 25 nominations.,"$5,596,653",N/A,Vijay Krishna Acharya,"Action, Thriller",tt1833673,5.4,"37,846","Hindi, English, Tamil, Telugu, Arabic",61,Dhoom 3,"Jai and Ali return to catch the clown thief, Sahir, who has the City of Chicago captive. Watch an unconventional battle of revenge that will thrill you.",Yash Raj Films,NOT RATED,20 Dec 2013,80%,172 min,movie,http://www.yashrajfilms.com/,"Vijay Krishna Acharya (story), Aditya Chopra (story), Vijay Krishna Acharya (screenplay and dialogue)",2013
"Shadab Kamal, Shilpa Shukla, Dibyendu Bhattacharya, Shikha Joshi",4 wins & 3 nominations.,N/A,N/A,Ajay Bahl,"Crime, Drama",tt2408040,6.5,"2,708",Hindi,N/A,B.A. Pass,A young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,Venus,UNRATED,02 Aug 2013,,95 min,movie,http://www.facebook.com/BAPassTheMovie,"Ritesh Shah (screenplay and dialogue), Ritesh Shah",2012
"Josh Hartnett, Bipasha Basu, Tamsin Egerton, James Mackay",N/A,N/A,06 Jul 2015,Roland Joffé,"Action, Adventure, Romance",tt1321869,4.5,"2,681","English, Hindi",19,Time Traveller,"An epic, sweeping and riveting tale of an impossible love set across two time periods and continents.",Sony Pictures,R,13 Feb 2015,8%,109 min,movie,http://www.ifcfilms.com/films/the-lovers,"Ajey Jhankar (story), Roland Joffé",2013
"Arjun Kapoor, Shraddha Kapoor, Seema Biswas, Vikrant Massey",1 win & 3 nominations.,N/A,N/A,Mohit Suri,"Drama, Romance",tt5474042,4.1,"4,327",Hindi,N/A,Half Girlfriend,"Madhav meets a girl named Riya and falls in love. After stuggling to convince her to be his girlfriend, she half heartedly agrees to be his ""Half Girlfriend""",NH Studioz,N/A,19 May 2017,,135 min,movie,N/A,"Chetan Bhagat (novel), Tushar Hiranandani (screenplay), Ishita Moitra (dialogue)",2017
"Akshay Kumar, Anupam Kher, Bhumi Pednekar, Divyendu Sharma",2 wins & 8 nominations.,N/A,N/A,Shree Narayan Singh,"Comedy, Drama",tt5785170,7.4,"10,460",Hindi,N/A,Toilet - Ek Prem Katha,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",N/A,N/A,11 Aug 2017,,155 min,movie,N/A,"Garima, Siddharth",2017
"Deepika Padukone, Shah Rukh Khan, Anupam Kher, Anurag Kashyap",11 wins & 38 nominations.,"$1,219,212",N/A,Farah Khan,"Action, Comedy, Drama",tt2461132,5.2,"29,318",Hindi,N/A,Happy New Year,A gang of an amateur dancers takes part in a dancing competition to avenge their personal vendetta.,Yash Raj Films,N/A,24 Oct 2014,57%,180 min,movie,http://www.hny.co.in/,"Althea Kaushal, Farah Khan, Mayur Puri (dialogue)",2014
"Adil Hussain, Lalit Behl, Geetanjali Kulkarni, Palomi Ghosh",N/A,N/A,N/A,Shubhashish Bhutiani,"Comedy, Drama",tt5997928,7.6,503,Hindi,80,Hotel Salvation,"Faced with his father's untimely and bizarre demand to go and die in the holy city of Varanasi and attain Salvation, a son is left with no choice but to embark on this journey.",N/A,N/A,25 Aug 2017,80/100,102 min,movie,N/A,"Shubhashish Bhutiani, Shubhashish Bhutiani, Asad Hussain (dialogue)",2016
"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya",N/A,N/A,N/A,Nishikant Kamat,"Action, Crime, Thriller",tt3410408,6.8,"5,625",Hindi,N/A,Rocky Handsome,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,Azure Entertainment,NOT RATED,25 Mar 2016,0%,119 min,movie,N/A,Ritesh Shah (adapted by),2016
"Kalki Koechlin, Revathy, Sayani Gupta, Hussain Dalal",11 wins & 8 nominations.,N/A,N/A,"Shonali Bose, Nilesh Maniyar(co-director)",Drama,tt2929690,7.3,"2,449","Hindi, English",63,Margarita with a Straw,"A rebellious young woman with cerebral palsy leaves her home in India to study in New York, unexpectedly falls in love, and embarks on an exhilarating journey of self-discovery.",Wolfe Releasing,NOT RATED,14 Jun 2016,82%,100 min,movie,http://wolfereleasing.com/info/title/margarita-with-a-straw/,"Shonali Bose (story,  screenplay and dialogue), Nilesh Maniyar, Atika Chohan (hindi dialogue)",2014
"Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar",29 wins & 90 nominations.,"$2,386,695",30 Dec 2013,Sanjay Leela Bhansali,"Drama, Musical, Romance",tt2215477,6.4,"14,928",Hindi,N/A,Goliyon Ki Rasleela Ram-Leela,"Modern adaptation of William Shakespeare's 'Romeo and Juliet' with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards.",Eros International,N/A,15 Nov 2013,78%,150 min,movie,https://www.facebook.com/RamLeelaMovie,"Sanjay Leela Bhansali (screenplay), Garima (screenplay), William Shakespeare (play), Siddharth (screenplay)",2013
"Vijay Varma, Nawazuddin Siddiqui, Neeraj Kabi, Geetanjali Thapa",1 win & 7 nominations.,N/A,N/A,Amit Kumar,"Action, Crime, Drama",tt2198235,6.3,282,Hindi,N/A,Monsoon Shootout,"As heavy rains lash Mumbai, a cop on his first assignment faces a life altering decision when he must decide to shoot or not. Each decision pits him against a system which demands a compromise of his morals and every choice has a price.",N/A,N/A,15 Dec 2017,60%,92 min,movie,N/A,Amit Kumar,2013
"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin",22 wins & 92 nominations.,"$3,688,635",15 Jul 2013,Ayan Mukherjee,"Comedy, Drama, Musical",tt2178470,7.0,"30,824","Hindi, English, French",N/A,Yeh Jawaani Hai Deewani,"Yeh Jawaani Hai Deewani is the story of the relationship between two characters, Bunny (Ranbir Kapoor) & Naina (Deepika Padukone), at two separate but defining times in their lives... first...",Eros International,NOT RATED,31 May 2013,,160 min,movie,http://www.facebook.com/YehJawaaniHaiDeewani,"Hussain Dalal (dialogue), Ayan Mukherjee (story and screenplay)",2013
"Prateik, Monica Dogra, Kriti Malhotra, Aamir Khan",1 win.,"$576,639",08 Mar 2011,Kiran Rao,Drama,tt1433810,7.1,"10,987","Hindi, English",55,Dhobi Ghat,"The lives of four people intersect in Mumbai: a washer-man who wants to become an actor, a banker-turned-photographer, a painter looking for inspiration, and a newly-married immigrant who journals her experiences on home video.",UTV Communications,TV-14,21 Jan 2011,68%,100 min,movie,http://www.dhobighatfilm.com/,Kiran Rao,2010
"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra",N/A,"$258,066",N/A,Ribhu Dasgupta,"Drama, Mystery, Thriller",tt4814290,7.3,"8,608",Hindi,N/A,Te3n,"A grandfather, a priest, and a police officer investigate the case of a kidnapped child.",Cinemaa Pictures,N/A,10 Jun 2016,75%,136 min,movie,N/A,"Bijesh Jayarajan (screenplay), Geun-seop Jeong (story by: based on Korean film ""Montage""), Suresh Nair (screenplay), Ritesh Shah (dialogue)",2016
"Anil Kapoor, Shefali Shah, Priyanka Chopra, Ranveer Singh",3 wins & 9 nominations.,N/A,N/A,Zoya Akhtar,"Drama, Family, Romance",tt4110568,6.8,"11,219",Hindi,N/A,Dil Dhadakne Do,The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,Junglee Pictures,N/A,05 Jun 2015,73%,170 min,movie,N/A,"Zoya Akhtar (story and screenplay), Reema Kagti (story and screenplay), Javed Akhtar (dialogue: Pluto Mehra), Farhan Akhtar (dialogue)",2015
"Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer",28 wins & 55 nominations.,N/A,13 May 2014,Rohit Shetty,"Action, Adventure, Comedy",tt2112124,6.0,"41,704","Hindi, Tamil, English, Marathi",45,Chennai Express,"Rahul, who is asked to immerse his late grandfather's ashes in Rameshwaram, unwillingly boards the Chennai Express and finds himself entangled with Meena, the daughter of a don.",UTV Communications,NOT RATED,08 Aug 2013,54%,141 min,movie,http://www.chennaiexp2013.com/,"K. Subhash (story), Yunus Sajawal (screenplay), Robin Bhatt (additional screenplay), Farhad Samji (dialogue), Sajid (dialogue)",2013
"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed",N/A,N/A,N/A,Jasmine D'Souza,"Drama, Romance",tt5358948,3.2,751,Hindi,N/A,One Night Stand,The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?,Benetone Films,N/A,06 May 2016,,97 min,movie,N/A,Bhavani Iyer,2016
"Disha Patani, Anupam Kher, Sushant Singh Rajput, Bhoomika Chawla",2 wins & 3 nominations.,"$1,782,795",N/A,Neeraj Pandey,"Biography, Drama, Sport",tt4169250,7.8,"24,784",Hindi,N/A,M.S. Dhoni: The Untold Story,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,Inspired Entertainment,N/A,30 Sep 2016,75%,184 min,movie,N/A,"Neeraj Pandey (story and dialogue), Neeraj Pandey (screenplay), Dilip Jha (screenplay), Mohinder Pratap Singh (writing associate), Shyam Maheshwari (writing associate)",2016
"Shahid Kapoor, Kareena Kapoor Khan, Alia Bhatt, Diljit Dosanjh",3 wins & 11 nominations.,N/A,N/A,Abhishek Chaubey,"Action, Crime, Drama",tt4434004,7.8,"19,677","Hindi, Panjabi",N/A,Udta Punjab,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,N/A,TV-MA,17 Jun 2016,100%,148 min,movie,N/A,"Sudip Sharma (screenplay), Abhishek Chaubey (screenplay), Sudip Sharma (dialogue)",2016
"Aahana Kumra, Ratna Pathak Shah, Konkona Sen Sharma, Plabita Borthakur",8 wins & 5 nominations.,N/A,N/A,Alankrita Shrivastava,Drama,tt4807830,6.9,"4,470",Hindi,N/A,Lipstick Under My Burkha,"In order to be independent and break free from the conservative society, four women sets on a journey to discover freedom and happiness.",N/A,N/A,08 Sep 2017,90%,117 min,movie,N/A,"Gazal Dhaliwal (dialogue), Suhani Kanwar (additional screenplay), Alankrita Shrivastava (screenplay), Alankrita Shrivastava (story)",2016
